1,6732604.908,334610.511,2051.621,PR-7
2,6732616.694,334556.959,2051.193,ESTACA
3,6732634.904,334553.163,2049.663,NC2-1
4,6732642.268,334533.777,2049.094,NC2-2
5,6732658.398,334521.03,2049.626,NC2-3
6,6732681.413,334491.397,2048.201,PR-AUX-1
7,6732675.369,334493.502,2049.519,NC2-4
8,6732727.109,334429.758,2048.365,PR-AUX-2
9,6732702.353,334462.156,2049.569,NC2-5
10,6732726.503,334425.568,2049.467,NC2-6
11,6732750.423,334415.502,2046.895,NC2-7
12,6732748.596,334394.466,2048.741,NC2-8
